Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
3268,Men,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.0,0.0,2025-07-11,Retail,Mumbai,1586.4
3269,Women,Soccer,Mercurial Superfly,M,2.0,7268.31,0.0,0.0,2024-12-03,Online,Mumbai,-719.57
3270,Kids,Lifestyle,Dunk Low,XL,2.0,6110.030000000001,0.0,0.0,2025-06-03,Online,Pune,3619.8
3271,Men,Basketball,LeBron 20,6,2.0,6110.030000000001,0.0,0.0,18-05-2025,Retail,Hyderabad,545.1
3272,Men,Lifestyle,Blazer Mid,8,2.0,6110.030000000001,0.0,0.0,18-05-2025,Retail,hyderbad,-321.24
3274,Men,Training,SuperRep Go,L,3.0,6031.14,0.15,15379.41,03-05-2025,Retail,hyderbad,169.05
3275,Women,Soccer,Premier III,L,4.0,6110.030000000001,0.0,0.0,2025/05/27,Retail,Hyd,1652.12
3277,Men,Training,SuperRep Go,Unknown,4.0,6110.030000000001,0.0,0.0,2024/09/05,Online,bengaluru,293.59
3278,Kids,Lifestyle,Dunk Low,L,2.0,6110.030000000001,0.0,0.0,2025/01/06,Retail,Pune,107.83
3279,Kids,Soccer,Mercurial Superfly,XL,4.0,2572.41,0.1,9260.68,2024/11/09,Retail,Delhi,3098.28
3281,Men,Soccer,Mercurial Superfly,L,2.0,6075.6,0.0,0.0,2024-10-12,Retail,Pune,93.8
3282,Kids,Basketball,Air Jordan,XL,4.0,6110.030000000001,0.23,0.0,2024-05-19,Retail,Delhi,-190.17
3283,Men,Soccer,Premier III,XL,2.0,6110.030000000001,0.0,0.0,18-10-2024,Online,Mumbai,3871.51
3284,Women,Running,Free RN,Unknown,4.0,5776.74,0.0,0.0,2024-08-20,Online,Kolkata,210.83
3285,Men,Training,Metcon 7,XL,4.0,6110.030000000001,0.0,0.0,05-10-2024,Online,Hyderabad,-401.38
3287,Kids,Running,Free RN,Unknown,2.0,6110.030000000001,1.02,0.0,16-01-2025,Retail,Mumbai,-1184.98
3288,Kids,Lifestyle,Dunk Low,10,4.0,6110.030000000001,0.0,0.0,2024/07/25,Retail,Delhi,3852.98
3290,Kids,Lifestyle,Air Force 1,XL,2.0,7377.71,0.0,0.0,2024/09/13,Online,Pune,2588.85
3291,Women,Running,Free RN,XL,2.0,6110.030000000001,0.0,0.0,2024/09/13,Retail,Hyderabad,-231.54
3292,Women,Training,Metcon 7,M,2.0,6110.030000000001,0.0,0.0,2025-05-23,Online,Hyd,2299.04
3293,Kids,Lifestyle,Blazer Mid,Unknown,2.0,6110.030000000001,0.0,0.0,2025-05-23,Online,Kolkata,1013.24
3294,Women,Basketball,LeBron 20,Unknown,2.0,6110.030000000001,0.0,0.0,2025-05-23,Retail,Kolkata,-101.37
3295,Women,Training,SuperRep Go,10,2.0,2983.6,0.0,0.0,2024/12/29,Online,Delhi,3650.65
2021,Kids,Running,React Infinity,12,4.0,6110.030000000001,0.0,0.0,2024/12/29,Online,Hyderabad,2465.98
3297,Men,Lifestyle,Air Force 1,L,2.0,5875.99,0.0,0.0,07-02-2025,Online,Delhi,3803.18
3298,Men,Training,ZoomX Invincible,Unknown,4.0,9716.03,0.0,0.0,07-02-2025,Online,Mumbai,2961.23
3299,Men,Basketball,Kyrie Flytrap,Unknown,2.0,6110.030000000001,0.68,0.0,07-02-2025,Retail,bengaluru,1517.07
3300,Women,Basketball,Air Jordan,L,2.0,6110.030000000001,0.0,0.0,18-12-2024,Retail,Bangalore,3436.23
3302,Women,Soccer,Tiempo Legend,M,2.0,6226.74,0.0,0.0,2025/05/12,Retail,Pune,-316.51
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,0.0,0.0,2024-10-19,Online,Kolkata,2846.02
3304,Women,Running,React Infinity,M,2.0,6110.030000000001,0.65,0.0,2024/11/15,Online,Mumbai,2405.3
3305,Kids,Running,Free RN,Unknown,2.0,4216.14,0.0,0.0,2024-10-17,Retail,Hyd,-687.95
3306,Kids,Basketball,LeBron 20,L,2.0,6110.030000000001,0.25,0.0,2024/07/30,Retail,Mumbai,3052.49
3307,Women,Soccer,Mercurial Superfly,M,2.0,7127.99,0.0,0.0,12-08-2024,Online,Mumbai,818.55
3309,Men,Lifestyle,Air Force 1,Unknown,2.0,5594.08,0.0,0.0,2023-09-12,Retail,Hyd,626.95
3310,Women,Running,Free RN,M,4.0,6110.030000000001,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16
3312,Women,Basketball,Zoom Freak,M,1.0,8069.3,0.0,0.0,25-05-2025,Retail,Pune,-95.96
3314,Men,Training,ZoomX Invincible,9,2.0,7050.14,0.0,0.0,25-05-2025,Retail,Hyd,-815.54
3315,Women,Training,Metcon 7,XL,2.0,6110.030000000001,0.0,0.0,25-05-2025,Retail,Bangalore,1345.26
3316,Women,Running,React Infinity,L,2.0,6110.030000000001,1.02,0.0,2024-04-25,Online,bengaluru,27.15
3317,Kids,Basketball,Air Jordan,10,3.0,6110.030000000001,0.0,0.0,2024-04-25,Online,hyderbad,3852.52
3318,Men,Training,Flex Trainer,XL,2.0,6110.030000000001,0.0,0.0,2025/04/11,Online,Delhi,1096.06
3319,Women,Running,Air Zoom,XL,2.0,6109.1,0.37,0.0,2024/09/28,Retail,Mumbai,-846.73
3320,Kids,Basketball,Air Jordan,Unknown,2.0,8046.47,0.05,0.0,2024/09/12,Online,Kolkata,-274.91
3321,Kids,Soccer,Tiempo Legend,M,4.0,4986.67,1.07,-1396.27,2025/01/15,Retail,Mumbai,3170.16
3322,Men,Training,Metcon 7,M,2.0,6110.030000000001,0.0,0.0,2023-08-28,Online,Hyderabad,864.55
3324,Women,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.0,0.0,17-08-2024,Retail,Hyderabad,-871.48
3325,Kids,Basketball,LeBron 20,L,2.0,6110.030000000001,0.0,0.0,2024/11/06,Online,Hyderabad,1115.7
3326,Men,Training,SuperRep Go,M,2.0,6110.030000000001,0.88,0.0,2025/05/30,Online,Mumbai,991.04
3327,Men,Training,Flex Trainer,12,3.0,6110.030000000001,0.0,0.0,10-03-2025,Online,bengaluru,-1155.61
3329,Kids,Training,ZoomX Invincible,M,2.0,6110.030000000001,0.0,0.0,2024-04-28,Retail,Kolkata,530.29
3332,Men,Training,SuperRep Go,L,2.0,3106.54,0.0,0.0,2024-04-28,Retail,Pune,3793.25
3333,Kids,Training,SuperRep Go,L,2.0,6110.030000000001,0.0,0.0,2024-04-28,Retail,Kolkata,1519.97
3334,Kids,Soccer,Tiempo Legend,L,3.0,2471.71,0.0,0.0,2023-11-14,Online,Mumbai,1190.89
3335,Men,Soccer,Premier III,Unknown,2.0,3138.53,0.0,0.0,2024-08-17,Retail,Delhi,1221.99
3336,Kids,Running,React Infinity,XL,2.0,4334.53,0.0,0.0,31-03-2025,Online,Hyd,2759.16
3337,Men,Training,ZoomX Invincible,L,4.0,6110.030000000001,0.0,0.0,2024-10-10,Online,Delhi,2915.13
3338,Women,Training,ZoomX Invincible,L,2.0,6110.030000000001,1.24,0.0,09-06-2025,Online,Kolkata,3011.73
3339,Men,Lifestyle,Air Force 1,Unknown,2.0,6656.01,0.0,0.0,2025/05/15,Retail,Delhi,2014.52
3340,Kids,Soccer,Premier III,M,3.0,3248.74,0.0,0.0,2024/12/29,Retail,Mumbai,2551.47
3341,Kids,Training,Metcon 7,8,3.0,8387.99,0.0,0.0,2024-03-23,Online,Bangalore,1693.41
2037,Women,Lifestyle,Dunk Low,12,4.0,6110.030000000001,1.23,0.0,2025-04-11,Online,Delhi,3651.05
3343,Kids,Basketball,Air Jordan,L,3.0,9405.77,0.0,0.0,12-11-2024,Retail,hyderbad,1688.78
3344,Kids,Soccer,Mercurial Superfly,12,2.0,8217.37,1.06,0.0,2025/06/24,Retail,hyderbad,303.77
2048,Men,Lifestyle,Blazer Mid,XL,2.0,6110.030000000001,0.0,0.0,2025/06/24,Online,Bangalore,1635.47
3346,Kids,Training,SuperRep Go,12,4.0,6110.030000000001,0.15,0.0,2025/06/24,Retail,Delhi,3392.46
3347,Men,Training,ZoomX Invincible,L,2.0,4389.44,0.0,0.0,2025/06/24,Online,Mumbai,1546.55
3348,Women,Soccer,Mercurial Superfly,9,2.0,2114.86,0.0,0.0,2024/09/26,Online,Hyd,2636.76
3350,Women,Basketball,Zoom Freak,L,2.0,6110.030000000001,0.48,0.0,2025/05/28,Online,Bangalore,2199.43
3351,Men,Training,SuperRep Go,Unknown,2.0,5319.24,0.48,0.0,2025/05/28,Online,Kolkata,-382.32
3352,Women,Training,SuperRep Go,9,2.0,6622.41,0.23,0.0,2025/03/01,Retail,Pune,1437.43
2028,Men,Basketball,Kyrie Flytrap,7,4.0,2824.55,0.0,0.0,2025/03/01,Online,Delhi,1123.78
3354,Men,Lifestyle,Dunk Low,L,2.0,6110.030000000001,0.4,0.0,01-11-2024,Retail,Kolkata,-987.6
3356,Women,Soccer,Tiempo Legend,M,4.0,6110.030000000001,0.0,0.0,2025/03/13,Online,Mumbai,724.11
3357,Kids,Training,Flex Trainer,M,4.0,6206.45,0.5,12412.9,2025/04/05,Online,Delhi,678.42
3358,Men,Basketball,Kyrie Flytrap,M,2.0,6110.030000000001,0.43,0.0,2024-08-01,Online,Hyd,2019.56
3359,Kids,Basketball,LeBron 20,Unknown,2.0,9362.81,1.16,0.0,01-09-2024,Retail,Mumbai,2963.03
3360,Women,Training,Metcon 7,M,4.0,6110.030000000001,0.06,0.0,2024-07-31,Online,Bangalore,304.12
3362,Men,Lifestyle,Air Force 1,L,2.0,6110.030000000001,0.0,0.0,2024-03-10,Retail,Delhi,2730.12
3363,Women,Basketball,Kyrie Flytrap,Unknown,3.0,6110.030000000001,0.6,0.0,18-02-2025,Online,bengaluru,39.86
3364,Kids,Soccer,Premier III,M,2.0,6110.030000000001,0.24,0.0,11-09-2024,Online,Pune,-371.86
3365,Kids,Running,Air Zoom,M,2.0,6110.030000000001,0.95,0.0,11-09-2024,Retail,Pune,-445.03
3366,Men,Basketball,LeBron 20,M,2.0,6110.030000000001,0.0,0.0,2024/12/15,Retail,Pune,2762.68
2029,Kids,Training,Metcon 7,L,2.0,6548.87,0.2,0.0,2024/11/20,Online,Kolkata,3640.6
3368,Women,Training,Flex Trainer,M,2.0,6110.030000000001,0.0,0.0,14-04-2025,Retail,Delhi,2027.47
3369,Men,Running,React Infinity,L,2.0,5103.34,0.05,0.0,2024-09-27,Online,Kolkata,1247.02
3370,Women,Basketball,Air Jordan,XL,2.0,3328.45,0.0,0.0,2025/07/05,Retail,bengaluru,-1137.54
3371,Men,Training,Flex Trainer,XL,1.0,2636.01,0.0,0.0,26-04-2025,Retail,Delhi,2255.43
3372,Kids,Basketball,Kyrie Flytrap,M,2.0,6110.030000000001,0.77,0.0,24-02-2025,Online,Delhi,-1088.45
3373,Kids,Training,SuperRep Go,8,2.0,6110.030000000001,0.76,0.0,24-02-2025,Retail,Pune,1069.43
3374,Men,Training,Flex Trainer,M,4.0,4500.96,0.0,0.0,16-12-2024,Online,Pune,1905.25
3376,Kids,Soccer,Phantom GT,6,2.0,6110.030000000001,0.0,0.0,2024/11/22,Retail,Kolkata,1286.64
3378,Kids,Soccer,Phantom GT,XL,1.0,3642.74,0.0,0.0,2024/11/22,Online,Kolkata,2416.87
3379,Men,Basketball,Air Jordan,Unknown,2.0,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14
3380,Women,Basketball,Kyrie Flytrap,Unknown,2.0,2557.29,0.0,0.0,2024-10-23,Online,Mumbai,3463.32
3381,Men,Training,ZoomX Invincible,Unknown,1.0,6110.030000000001,0.0,0.0,2024-02-23,Retail,Mumbai,2718.47
3382,Men,Basketball,LeBron 20,XL,2.0,9187.23,0.0,0.0,10-01-2025,Retail,Hyd,1710.15
3383,Women,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,0.0,12-08-2024,Retail,Bangalore,3793.87
3384,Women,Basketball,Air Jordan,10,2.0,6110.030000000001,0.27,0.0,2025/07/22,Retail,bengaluru,144.65
3385,Men,Training,ZoomX Invincible,Unknown,2.0,9019.91,0.0,0.0,2025-03-21,Online,Hyd,-643.93
3386,Women,Soccer,Phantom GT,8,2.0,9212.82,1.09,0.0,2024/10/16,Retail,Hyd,3827.83
3387,Men,Soccer,Phantom GT,10,4.0,6110.030000000001,1.07,0.0,2025-06-21,Retail,bengaluru,2821.58
3388,Women,Running,Free RN,7,2.0,4042.33,0.0,0.0,03-05-2025,Online,Pune,1915.52
3389,Women,Running,Air Zoom,M,3.0,9764.91,0.0,0.0,2025-04-04,Online,Mumbai,3491.49
2044,Kids,Soccer,Premier III,XL,3.0,2068.95,0.81,1179.3,2025-04-04,Retail,Delhi,-182.98
3391,Women,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.0,0.0,2023-11-14,Retail,hyderbad,1628.31
3393,Kids,Basketball,Air Jordan,M,2.0,6110.030000000001,0.68,0.0,2025/06/08,Online,Bangalore,1329.32
3394,Kids,Lifestyle,Dunk Low,XL,1.0,6110.030000000001,0.0,0.0,2024/11/03,Online,hyderbad,2396.11
3395,Women,Running,Free RN,L,3.0,6110.030000000001,0.0,0.0,2025/01/15,Online,Mumbai,3069.77
3396,Kids,Running,Free RN,L,2.0,6325.01,0.0,0.0,2025/01/15,Retail,Bangalore,-1047.8
3397,Women,Lifestyle,Dunk Low,M,2.0,9972.81,0.0,0.0,2025/01/15,Online,Mumbai,3478.84
3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,0.0,0.0,2023-08-27,Retail,Kolkata,415.57
3399,Women,Basketball,LeBron 20,6,2.0,4507.45,0.0,0.0,11-02-2025,Online,Hyd,-1021.01
3400,Kids,Lifestyle,Waffle One,M,2.0,6110.030000000001,0.23,0.0,11-10-2024,Retail,hyderbad,703.25
3401,Kids,Basketball,Zoom Freak,M,2.0,6110.030000000001,0.0,0.0,11-10-2024,Retail,Kolkata,3834.84
3402,Women,Running,Pegasus Turbo,Unknown,2.0,9706.84,0.03,0.0,11-10-2024,Online,Pune,-229.84
3403,Kids,Training,Flex Trainer,M,2.0,6110.030000000001,0.0,0.0,30-10-2024,Retail,Pune,-200.19
3404,Kids,Basketball,Zoom Freak,XL,2.0,6110.030000000001,0.0,0.0,05-04-2025,Online,Pune,1505.06
3406,Women,Basketball,Zoom Freak,10,2.0,6110.030000000001,1.06,0.0,19-08-2024,Online,Bangalore,3314.92
3408,Men,Basketball,Air Jordan,XL,2.0,6110.030000000001,0.0,0.0,2025/02/28,Retail,Delhi,1675.58
3409,Kids,Running,Air Zoom,M,1.0,6312.01,0.3,4418.41,08-09-2024,Retail,Delhi,-1106.07
3412,Men,Training,Flex Trainer,XL,2.0,6983.68,0.0,0.0,01-01-2025,Online,hyderbad,2789.29
3413,Kids,Soccer,Phantom GT,XL,2.0,6110.030000000001,0.0,0.0,2023-07-31,Online,hyderbad,2752.65
3414,Men,Lifestyle,Dunk Low,7,4.0,9996.22,0.0,0.0,2025/01/21,Online,Mumbai,520.63
3416,Men,Soccer,Phantom GT,XL,2.0,8954.59,0.33,0.0,04-06-2025,Retail,Hyd,-819.45
3417,Men,Basketball,LeBron 20,XL,2.0,5700.61,0.0,0.0,30-03-2025,Online,Kolkata,-409.81
3418,Men,Soccer,Tiempo Legend,M,1.0,6110.030000000001,1.24,0.0,30-03-2025,Retail,Bangalore,639.28
3419,Kids,Training,SuperRep Go,Unknown,4.0,6110.030000000001,0.92,0.0,30-03-2025,Online,Mumbai,-1180.16
3420,Women,Soccer,Premier III,Unknown,1.0,3395.24,0.0,0.0,30-03-2025,Online,Delhi,1266.29
3421,Women,Basketball,Zoom Freak,L,2.0,6110.030000000001,0.0,0.0,07-12-2024,Online,hyderbad,-242.44
3422,Kids,Training,Metcon 7,XL,2.0,3197.01,0.0,0.0,2024-01-18,Retail,Hyderabad,2432.76
3423,Kids,Basketball,Kyrie Flytrap,L,2.0,6110.030000000001,0.0,0.0,06-08-2024,Retail,Mumbai,106.0
3424,Women,Training,SuperRep Go,M,2.0,7007.84,0.32,0.0,11-02-2025,Online,Mumbai,1955.19
3426,Men,Running,Free RN,L,2.0,8124.38,1.16,0.0,2024/07/25,Online,Delhi,3119.24
3427,Men,Running,Pegasus Turbo,8,1.0,6110.030000000001,0.0,0.0,2024/07/25,Retail,Mumbai,2741.85
3428,Women,Basketball,Air Jordan,6,1.0,2825.86,0.23,2175.91,03-12-2024,Online,Bangalore,625.3
3430,Men,Training,Flex Trainer,M,2.0,7036.03,0.0,0.0,06-07-2025,Online,bengaluru,-890.2
3432,Kids,Basketball,Kyrie Flytrap,XL,2.0,6110.030000000001,0.0,0.0,03-06-2025,Online,Kolkata,-640.44
3434,Kids,Basketball,Air Jordan,XL,2.0,8741.65,0.0,0.0,21-10-2024,Online,Delhi,570.25
3435,Men,Training,SuperRep Go,Unknown,4.0,6110.030000000001,0.0,0.0,21-10-2024,Online,Delhi,2936.54
3436,Kids,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.0,0.0,2025-06-11,Retail,Bangalore,2107.65
3437,Kids,Soccer,Tiempo Legend,M,2.0,6110.030000000001,0.0,0.0,2024-05-10,Retail,Mumbai,-113.52
3438,Women,Soccer,Phantom GT,7,3.0,6110.030000000001,0.18,0.0,05-09-2024,Retail,hyderbad,1669.74
2043,Kids,Running,React Infinity,6,2.0,5395.6,0.06,0.0,2025/03/07,Online,Delhi,2992.96
3440,Kids,Lifestyle,Waffle One,M,3.0,6110.030000000001,0.0,0.0,2025/03/07,Online,Mumbai,-510.72
3441,Kids,Running,Free RN,12,2.0,9313.98,0.0,0.0,08-05-2025,Retail,Delhi,3301.27
3442,Kids,Basketball,Zoom Freak,XL,4.0,6110.030000000001,0.0,0.0,2025-01-21,Online,Mumbai,3129.5
3443,Kids,Basketball,Zoom Freak,8,2.0,2989.01,0.0,0.0,2025-01-21,Retail,Mumbai,3549.06
3444,Men,Basketball,LeBron 20,L,2.0,6110.030000000001,0.0,0.0,2025/07/04,Online,Kolkata,-382.31
3446,Men,Lifestyle,Dunk Low,8,2.0,6110.030000000001,0.0,0.0,07-09-2024,Retail,Bangalore,1680.5
3447,Women,Basketball,LeBron 20,M,2.0,6110.030000000001,0.0,0.0,2025/05/14,Retail,Hyderabad,1860.15
2038,Kids,Lifestyle,Air Force 1,Unknown,2.0,7609.9,0.05,0.0,2025/05/14,Online,Delhi,788.86
3450,Men,Running,React Infinity,M,3.0,6110.030000000001,0.0,0.0,2024-01-16,Retail,bengaluru,904.82
3451,Men,Training,SuperRep Go,7,2.0,6110.030000000001,0.0,0.0,2025/07/05,Retail,Mumbai,720.76
3452,Men,Training,SuperRep Go,11,2.0,6110.030000000001,0.0,0.0,05-08-2024,Online,Delhi,1239.11
3454,Kids,Basketball,Zoom Freak,XL,2.0,6110.030000000001,0.0,0.0,05-12-2024,Online,Delhi,2313.95
3455,Women,Soccer,Premier III,Unknown,2.0,5947.51,0.0,0.0,17-01-2025,Retail,hyderbad,1352.56
3457,Women,Training,Flex Trainer,11,2.0,6110.030000000001,0.81,0.0,2025/02/24,Online,Pune,3777.72
3458,Women,Running,Pegasus Turbo,Unknown,2.0,6110.030000000001,0.83,0.0,2025/01/22,Online,Mumbai,257.87
3459,Men,Lifestyle,Blazer Mid,Unknown,2.0,6100.23,0.0,0.0,2025/03/27,Retail,Hyderabad,2745.91
2004,Kids,Running,Free RN,10,1.0,6110.030000000001,0.0,0.0,2025/03/27,Online,Hyd,2588.88
3462,Women,Basketball,Kyrie Flytrap,Unknown,3.0,2610.98,0.0,0.0,2024/12/21,Retail,Bangalore,274.97
3463,Women,Soccer,Phantom GT,12,1.0,6110.030000000001,0.0,0.0,24-02-2025,Retail,Pune,1853.7
3465,Men,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.0,0.0,2023-11-29,Online,Delhi,1698.7
3466,Men,Basketball,Kyrie Flytrap,Unknown,2.0,6498.22,0.5,6498.22,24-10-2024,Retail,Mumbai,-360.53
3467,Men,Lifestyle,Air Force 1,M,2.0,6110.030000000001,0.0,0.0,13-03-2025,Online,bengaluru,1472.83
3468,Men,Soccer,Phantom GT,Unknown,4.0,9577.99,0.93,2681.84,13-03-2025,Online,Kolkata,-259.93
3469,Kids,Running,Air Zoom,10,1.0,4590.24,0.0,0.0,2024/10/01,Online,Mumbai,3792.66
3470,Kids,Soccer,Tiempo Legend,M,2.0,6110.030000000001,0.0,0.0,11-02-2025,Online,Kolkata,284.96
3472,Men,Basketball,Air Jordan,XL,2.0,6110.030000000001,0.0,0.0,31-08-2024,Online,hyderbad,1750.67
3473,Kids,Soccer,Premier III,M,4.0,3551.05,0.0,0.0,2024/12/05,Online,Delhi,63.47
3474,Women,Basketball,LeBron 20,M,2.0,6506.07,0.0,0.0,2024/12/05,Retail,hyderbad,3969.54
3475,Kids,Soccer,Tiempo Legend,L,1.0,2120.44,0.0,0.0,2024/07/29,Online,Mumbai,2996.47
3476,Men,Training,Flex Trainer,11,2.0,3891.22,0.37,0.0,25-06-2025,Retail,Mumbai,1881.61
3477,Men,Basketball,Air Jordan,M,2.0,4135.26,0.0,0.0,25-04-2025,Online,Delhi,1691.28
3478,Kids,Training,Flex Trainer,9,2.0,6110.030000000001,0.0,0.0,2025-05-17,Retail,Mumbai,2192.68
3479,Women,Training,ZoomX Invincible,XL,4.0,6110.030000000001,0.0,0.0,2024/09/16,Retail,Mumbai,1909.78
3480,Kids,Running,Free RN,M,4.0,2917.45,0.0,0.0,2024/09/16,Online,Bangalore,2872.75
3481,Women,Lifestyle,Air Force 1,XL,4.0,6110.030000000001,0.0,0.0,2023-10-15,Online,bengaluru,2564.61
3482,Men,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.0,0.0,2024/08/19,Online,Hyderabad,1660.47
3483,Men,Lifestyle,Air Force 1,L,4.0,4733.92,0.0,0.0,2024-12-04,Online,Kolkata,738.19
3484,Kids,Lifestyle,Dunk Low,12,2.0,2638.44,0.0,0.0,2024/08/18,Online,bengaluru,1395.41
3485,Women,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.0,0.0,2024-12-14,Retail,Hyderabad,1722.38
3486,Kids,Training,SuperRep Go,L,4.0,6110.030000000001,0.0,0.0,14-10-2024,Retail,Delhi,1451.77
3487,Men,Lifestyle,Dunk Low,M,2.0,3240.99,0.42,0.0,28-05-2025,Online,Hyd,2927.35
3488,Women,Soccer,Tiempo Legend,XL,4.0,6110.030000000001,0.0,0.0,2025/03/12,Online,Kolkata,86.25
3489,Kids,Running,React Infinity,8,2.0,6110.030000000001,0.0,0.0,2025/04/04,Online,Mumbai,1734.72
3491,Men,Soccer,Premier III,XL,2.0,6110.030000000001,0.39,0.0,2024/10/19,Online,Mumbai,-473.94
2018,Women,Soccer,Phantom GT,6,2.0,6110.030000000001,0.0,0.0,2024/11/13,Online,bengaluru,-777.58
3493,Men,Lifestyle,Dunk Low,Unknown,2.0,9446.34,1.09,0.0,2024/11/13,Online,Bangalore,568.71
3494,Kids,Running,Pegasus Turbo,Unknown,2.0,6110.030000000001,0.87,0.0,2024-09-17,Retail,Pune,3566.05
3496,Men,Running,Air Zoom,M,3.0,6110.030000000001,0.77,0.0,2024/10/08,Retail,Delhi,-786.91
3497,Women,Basketball,Zoom Freak,L,2.0,8688.92,0.0,0.0,08-12-2024,Online,Mumbai,1878.22
3499,Women,Training,ZoomX Invincible,Unknown,2.0,5864.29,0.0,0.0,2025/03/30,Retail,Kolkata,357.03
3500,Kids,Lifestyle,Blazer Mid,L,2.0,5471.81,0.56,0.0,25-03-2025,Retail,Kolkata,361.86
3502,Men,Lifestyle,Blazer Mid,L,2.0,6418.29,0.89,0.0,2023-11-09,Online,Delhi,3665.75
3503,Men,Training,SuperRep Go,M,2.0,6992.17,0.0,0.0,16-11-2024,Online,Mumbai,-1048.24
3504,Women,Training,SuperRep Go,Unknown,2.0,9075.41,0.03,0.0,2024/08/18,Retail,Delhi,3035.95
2020,Kids,Lifestyle,Blazer Mid,XL,2.0,7126.64,0.89,0.0,2025/05/10,Retail,Delhi,535.13
3507,Kids,Running,Free RN,7,2.0,6110.030000000001,0.05,0.0,2025/05/10,Retail,Mumbai,11.97
3508,Kids,Training,ZoomX Invincible,Unknown,2.0,6110.030000000001,0.0,0.0,2024/10/12,Retail,Bangalore,3466.92
3509,Kids,Lifestyle,Blazer Mid,12,2.0,2066.04,0.0,0.0,22-07-2025,Online,Mumbai,2278.11
3510,Men,Soccer,Tiempo Legend,M,2.0,6110.030000000001,0.0,0.0,17-04-2025,Retail,Hyderabad,3445.21
3511,Kids,Lifestyle,Blazer Mid,XL,2.0,3248.17,0.06,0.0,2025-02-15,Retail,Hyderabad,877.12
3512,Kids,Basketball,Zoom Freak,M,4.0,6110.030000000001,0.96,0.0,05-06-2025,Retail,Pune,2516.79
3514,Kids,Running,React Infinity,7,2.0,6546.46,0.0,0.0,2024/08/10,Retail,Hyderabad,2804.16
3515,Men,Training,Flex Trainer,XL,2.0,2604.11,0.9,0.0,2024/08/10,Online,Kolkata,699.6
3516,Men,Training,ZoomX Invincible,M,2.0,7495.24,0.42,0.0,2024/08/10,Online,Pune,3844.73
3517,Women,Running,Air Zoom,Unknown,2.0,9962.36,0.0,0.0,2024/08/10,Retail,Hyd,2661.74
3518,Women,Basketball,Air Jordan,XL,2.0,6110.030000000001,0.0,0.0,2024/08/14,Retail,Delhi,3047.69
3519,Kids,Soccer,Premier III,Unknown,2.0,6110.030000000001,0.0,0.0,2025-05-25,Retail,Kolkata,3491.18
3520,Women,Lifestyle,Waffle One,XL,2.0,2080.85,1.24,-998.81,2024-03-22,Retail,Delhi,-776.21
3521,Women,Training,ZoomX Invincible,M,2.0,8565.24,0.0,0.0,2024-03-22,Online,Kolkata,3721.9
2002,Women,Basketball,Zoom Freak,M,2.0,9041.15,0.44,0.0,2024-03-22,Retail,Kolkata,1597.12
3523,Kids,Training,SuperRep Go,6,2.0,7061.5,1.04,0.0,2024-06-09,Retail,Kolkata,825.03
3524,Kids,Training,SuperRep Go,9,2.0,6110.030000000001,0.0,0.0,2024/11/12,Online,Mumbai,1646.1
3525,Kids,Running,React Infinity,Unknown,2.0,7170.91,0.0,0.0,29-01-2025,Retail,Mumbai,3030.5
2030,Men,Basketball,Air Jordan,Unknown,2.0,6110.030000000001,0.0,0.0,2024/12/18,Online,hyderbad,2272.16
3527,Men,Soccer,Phantom GT,Unknown,3.0,6110.030000000001,0.0,0.0,2025/06/12,Online,Mumbai,-257.35
3528,Kids,Running,React Infinity,L,2.0,3742.67,0.0,0.0,2024/08/21,Retail,hyderbad,2662.77
3529,Men,Training,SuperRep Go,L,1.0,6110.030000000001,0.2,0.0,2025/03/28,Retail,Delhi,1448.77
3531,Women,Basketball,LeBron 20,Unknown,2.0,9015.65,0.07,0.0,2023-09-25,Online,Delhi,1932.99
3532,Kids,Running,React Infinity,XL,2.0,9244.96,0.47,0.0,2024-05-07,Online,Mumbai,-955.19
3533,Kids,Running,Air Zoom,L,2.0,6110.030000000001,0.0,0.0,2023-11-05,Retail,Hyd,451.71
3534,Kids,Basketball,Zoom Freak,Unknown,3.0,3280.57,0.62,3739.85,2024/11/09,Retail,Kolkata,427.76
3535,Kids,Basketball,LeBron 20,XL,2.0,6302.89,0.82,0.0,2024/12/24,Retail,Pune,169.86
3536,Women,Lifestyle,Dunk Low,12,2.0,3929.3,0.0,0.0,2024/12/01,Retail,bengaluru,3934.31
3537,Men,Lifestyle,Blazer Mid,XL,2.0,5464.07,1.01,-109.28,15-06-2025,Online,Kolkata,3170.78
